E /V,t /s,I /A
0.29,0.6,-1.83E-08
0.29,0.65,-1.82E-08
0.29,0.7,-1.80E-08
0.29,0.75,-1.79E-08
0.29,0.8,-1.78E-08
0.29,0.85,-1.77E-08
0.29,0.9,-1.76E-08
0.29,0.95,-1.75E-08
0.29,1,-1.74E-08
0.29,1.05,-1.73E-08
0.29,1.1,-1.73E-08
0.29,1.2,-1.71E-08
0.29,1.3,-1.70E-08
0.29,1.4,-1.69E-08
0.29,1.5,-1.69E-08
0.29,1.6,-1.68E-08
0.29,1.7,-1.67E-08
0.29,1.8,-1.67E-08
0.29,1.9,-1.66E-08
0.29,2,-1.66E-08
0.29,2.1,-1.65E-08
0.29,2.3,-1.64E-08
0.29,2.5,-1.64E-08
0.29,2.7,-1.63E-08
0.29,2.9,-1.62E-08
0.29,3.1,-1.62E-08
0.29,3.3,-1.61E-08
0.29,3.5,-1.61E-08
0.29,3.7,-1.60E-08
0.29,3.9,-1.60E-08
0.29,4.1,-1.60E-08
0.29,4.3,-1.59E-08
0.29,4.5,-1.59E-08
0.29,4.7,-1.59E-08
0.29,4.9,-1.59E-08
0.29,5.1,-1.58E-08
0.29,5.6,-1.58E-08
0.29,6.1,-1.57E-08
0.29,6.6,-1.57E-08
0.29,7.1,-1.57E-08
0.29,7.6,-1.56E-08
0.29,8.1,-1.56E-08
0.29,8.6,-1.56E-08
0.29,9.1,-1.56E-08
0.29,9.6,-1.55E-08
0.29,10.1,-1.55E-08
0.29,11.1,-1.55E-08
0.29,12.1,-1.54E-08
0.29,13.1,-1.54E-08
0.29,14.1,-1.54E-08
0.29,15.1,-1.54E-08
0.29,16.1,-1.53E-08
0.29,17.1,-1.53E-08
0.29,18.1,-1.53E-08
0.29,19.1,-1.53E-08
0.29,20.1,-1.53E-08
0.29,22.1,-1.52E-08
0.29,24.1,-1.52E-08
0.29,26.1,-1.52E-08
0.29,28.1,-1.52E-08
0.29,30.1,-1.52E-08
0.29,32.1,-1.52E-08
0.29,34.1,-1.51E-08
0.29,36.1,-1.51E-08
0.29,38.1,-1.51E-08
0.29,40.1,-1.51E-08
0.29,42.1,-1.51E-08
0.29,44.1,-1.51E-08
0.29,46.1,-1.51E-08
0.29,48.1,-1.51E-08
0.29,50.1,-1.51E-08
0.29,55.1,-1.50E-08
0.29,60.1,-1.50E-08
0.29,65.1,-1.50E-08
0.29,70.1,-1.50E-08
0.29,75.1,-1.50E-08
0.29,80.1,-1.50E-08
0.29,85.1,-1.50E-08
0.29,90.1,-1.50E-08
0.29,95.1,-1.50E-08
0.29,100.1,-1.50E-08
0.3,0,-1.04E-11
0.3,0.01,-1.02E-11
0.3,0.02,-1.01E-11
0.3,0.03,-9.93E-12
0.3,0.04,-9.81E-12
0.3,0.05,-9.71E-12
0.3,0.06,-9.63E-12
0.3,0.07,-9.55E-12
0.3,0.08,-9.49E-12
0.3,0.09,-9.42E-12
0.3,0.091,-9.42E-12
0.3,0.092,-9.41E-12
0.3,0.093,-9.41E-12
0.3,0.094,-9.40E-12
0.3,0.095,-9.40E-12
0.3,0.096,-9.39E-12
0.3,0.097,-9.38E-12
0.3,0.098,-9.38E-12
0.3,0.099,-9.37E-12
0.3,0.1,-1.72E-08
0.3,0.1001,-2.11E-07
0.3,0.1002,-1.75E-07
0.3,0.1003,-1.55E-07
0.3,0.1004,-1.42E-07
0.3,0.1005,-1.32E-07
0.3,0.1006,-1.24E-07
0.3,0.1007,-1.17E-07
0.3,0.1008,-1.12E-07
0.3,0.1009,-1.07E-07
0.3,0.101,-1.03E-07
0.3,0.1011,-9.95E-08
0.3,0.1012,-9.63E-08
0.3,0.1013,-9.35E-08
0.3,0.1014,-9.09E-08
0.3,0.1015,-8.86E-08
0.3,0.1016,-8.65E-08
0.3,0.1017,-8.45E-08
0.3,0.1018,-8.27E-08
0.3,0.1019,-8.10E-08
0.3,0.102,-7.94E-08
0.3,0.1022,-7.66E-08
0.3,0.1024,-7.40E-08
0.3,0.1026,-7.18E-08
0.3,0.1028,-6.98E-08
0.3,0.103,-6.79E-08
0.3,0.1032,-6.63E-08
0.3,0.1034,-6.48E-08
0.3,0.1036,-6.34E-08
0.3,0.1038,-6.21E-08
0.3,0.104,-6.09E-08
0.3,0.1042,-5.97E-08
0.3,0.1044,-5.87E-08
0.3,0.1046,-5.77E-08
0.3,0.1048,-5.68E-08
0.3,0.105,-5.59E-08
0.3,0.1055,-5.40E-08
0.3,0.106,-5.22E-08
0.3,0.1065,-5.07E-08
0.3,0.107,-4.93E-08
0.3,0.1075,-4.81E-08
0.3,0.108,-4.70E-08
0.3,0.1085,-4.60E-08
0.3,0.109,-4.51E-08
0.3,0.1095,-4.42E-08
0.3,0.11,-4.34E-08
0.3,0.111,-4.20E-08
0.3,0.112,-4.07E-08
0.3,0.113,-3.96E-08
0.3,0.114,-3.87E-08
0.3,0.115,-3.78E-08
0.3,0.116,-3.70E-08
0.3,0.117,-3.63E-08
0.3,0.118,-3.56E-08
0.3,0.119,-3.50E-08
0.3,0.12,-3.45E-08
0.3,0.122,-3.35E-08
0.3,0.124,-3.26E-08
0.3,0.126,-3.18E-08
0.3,0.128,-3.11E-08
0.3,0.13,-3.05E-08
0.3,0.132,-3.00E-08
0.3,0.134,-2.95E-08
0.3,0.136,-2.90E-08
0.3,0.138,-2.86E-08
0.3,0.14,-2.82E-08
0.3,0.142,-2.79E-08
0.3,0.144,-2.75E-08
0.3,0.146,-2.72E-08
0.3,0.148,-2.69E-08
0.3,0.15,-2.67E-08
0.3,0.155,-2.61E-08
0.3,0.16,-2.55E-08
0.3,0.165,-2.51E-08
0.3,0.17,-2.46E-08
0.3,0.175,-2.43E-08
0.3,0.18,-2.39E-08
0.3,0.185,-2.36E-08
0.3,0.19,-2.34E-08
0.3,0.195,-2.31E-08
0.3,0.2,-2.29E-08
0.3,0.21,-2.25E-08
0.3,0.22,-2.21E-08
0.3,0.23,-2.18E-08
0.3,0.24,-2.15E-08
0.3,0.25,-2.13E-08
0.3,0.26,-2.11E-08
0.3,0.27,-2.08E-08
0.3,0.28,-2.07E-08
0.3,0.29,-2.05E-08
0.3,0.3,-2.03E-08
0.3,0.32,-2.01E-08
0.3,0.34,-1.98E-08
0.3,0.36,-1.96E-08
0.3,0.38,-1.94E-08
0.3,0.4,-1.92E-08
0.3,0.42,-1.91E-08
0.3,0.44,-1.90E-08
0.3,0.46,-1.88E-08
0.3,0.48,-1.87E-08
0.3,0.5,-1.86E-08
0.3,0.52,-1.85E-08
0.3,0.54,-1.84E-08
0.3,0.56,-1.83E-08
0.3,0.58,-1.82E-08
0.3,0.6,-1.82E-08
0.3,0.65,-1.80E-08
0.3,0.7,-1.79E-08
0.3,0.75,-1.77E-08
0.3,0.8,-1.76E-08
0.3,0.85,-1.75E-08
0.3,0.9,-1.74E-08
0.3,0.95,-1.73E-08
0.3,1,-1.72E-08
0.3,1.05,-1.72E-08
0.3,1.1,-1.71E-08
0.3,1.2,-1.70E-08
0.3,1.3,-1.69E-08
0.3,1.4,-1.68E-08
0.3,1.5,-1.67E-08
0.3,1.6,-1.66E-08
0.3,1.7,-1.66E-08
0.3,1.8,-1.65E-08
0.3,1.9,-1.65E-08
0.3,2,-1.64E-08
0.3,2.1,-1.64E-08
0.3,2.3,-1.63E-08
0.3,2.5,-1.62E-08
0.3,2.7,-1.61E-08
0.3,2.9,-1.61E-08
0.3,3.1,-1.60E-08
0.3,3.3,-1.60E-08
0.3,3.5,-1.60E-08
0.3,3.7,-1.59E-08
0.3,3.9,-1.59E-08
0.3,4.1,-1.58E-08
0.3,4.3,-1.58E-08
0.3,4.5,-1.58E-08
0.3,4.7,-1.58E-08
0.3,4.9,-1.57E-08
0.3,5.1,-1.57E-08
0.3,5.6,-1.57E-08
0.3,6.1,-1.56E-08
0.3,6.6,-1.56E-08
0.3,7.1,-1.55E-08
0.3,7.6,-1.55E-08
0.3,8.1,-1.55E-08
0.3,8.6,-1.54E-08
0.3,9.1,-1.54E-08
0.3,9.6,-1.54E-08
0.3,10.1,-1.54E-08
0.3,11.1,-1.53E-08
0.3,12.1,-1.53E-08
0.3,13.1,-1.53E-08
0.3,14.1,-1.53E-08
0.3,15.1,-1.52E-08
0.3,16.1,-1.52E-08
0.3,17.1,-1.52E-08
0.3,18.1,-1.52E-08
0.3,19.1,-1.52E-08
0.3,20.1,-1.51E-08
0.3,22.1,-1.51E-08
0.3,24.1,-1.51E-08
0.3,26.1,-1.51E-08
0.3,28.1,-1.51E-08
0.3,30.1,-1.50E-08
0.3,32.1,-1.50E-08
0.3,34.1,-1.50E-08
0.3,36.1,-1.50E-08
0.3,38.1,-1.50E-08
0.3,40.1,-1.50E-08
0.3,42.1,-1.50E-08
0.3,44.1,-1.50E-08
0.3,46.1,-1.50E-08
0.3,48.1,-1.50E-08
0.3,50.1,-1.49E-08
0.3,55.1,-1.49E-08
0.3,60.1,-1.49E-08
0.3,65.1,-1.49E-08
0.3,70.1,-1.49E-08
0.3,75.1,-1.49E-08
0.3,80.1,-1.49E-08
0.3,85.1,-1.49E-08
0.3,90.1,-1.49E-08
0.3,95.1,-1.48E-08
0.3,100.1,-1.48E-08
0.31,0,-1.04E-11
0.31,0.01,-1.02E-11
0.31,0.02,-1.01E-11
0.31,0.03,-9.93E-12
0.31,0.04,-9.81E-12
0.31,0.05,-9.71E-12
0.31,0.06,-9.63E-12
0.31,0.07,-9.55E-12
0.31,0.08,-9.49E-12
0.31,0.09,-9.42E-12
0.31,0.091,-9.42E-12
0.31,0.092,-9.41E-12
0.31,0.093,-9.41E-12
0.31,0.094,-9.40E-12
0.31,0.095,-9.40E-12
0.31,0.096,-9.39E-12
0.31,0.097,-9.38E-12
0.31,0.098,-9.38E-12
0.31,0.099,-9.37E-12
0.31,0.1,-1.60E-08
0.31,0.1001,-1.92E-07
0.31,0.1002,-1.63E-07
0.31,0.1003,-1.46E-07
0.31,0.1004,-1.34E-07
0.31,0.1005,-1.25E-07
0.31,0.1006,-1.18E-07
0.31,0.1007,-1.12E-07
0.31,0.1008,-1.07E-07
0.31,0.1009,-1.03E-07
0.31,0.101,-9.92E-08
0.31,0.1011,-9.59E-08
0.31,0.1012,-9.31E-08
0.31,0.1013,-9.04E-08
0.31,0.1014,-8.81E-08
0.31,0.1015,-8.59E-08
0.31,0.1016,-8.39E-08
0.31,0.1017,-8.21E-08
0.31,0.1018,-8.04E-08
0.31,0.1019,-7.88E-08
0.31,0.102,-7.73E-08
0.31,0.1022,-7.46E-08
0.31,0.1024,-7.22E-08
0.31,0.1026,-7.01E-08
0.31,0.1028,-6.82E-08
0.31,0.103,-6.64E-08
0.31,0.1032,-6.49E-08
0.31,0.1034,-6.34E-08
0.31,0.1036,-6.21E-08
0.31,0.1038,-6.08E-08
0.31,0.104,-5.97E-08
0.31,0.1042,-5.86E-08
0.31,0.1044,-5.76E-08
0.31,0.1046,-5.66E-08
0.31,0.1048,-5.58E-08
0.31,0.105,-5.49E-08
0.31,0.1055,-5.30E-08
0.31,0.106,-5.13E-08
0.31,0.1065,-4.98E-08
0.31,0.107,-4.85E-08
0.31,0.1075,-4.73E-08
0.31,0.108,-4.63E-08
0.31,0.1085,-4.53E-08
0.31,0.109,-4.44E-08
0.31,0.1095,-4.35E-08
0.31,0.11,-4.28E-08
0.31,0.111,-4.14E-08
0.31,0.112,-4.01E-08
0.31,0.113,-3.91E-08
0.31,0.114,-3.81E-08
0.31,0.115,-3.73E-08
0.31,0.116,-3.65E-08
0.31,0.117,-3.58E-08
0.31,0.118,-3.51E-08
0.31,0.119,-3.45E-08
0.31,0.12,-3.40E-08
0.31,0.122,-3.30E-08
0.31,0.124,-3.22E-08
0.31,0.126,-3.14E-08
0.31,0.128,-3.07E-08
0.31,0.13,-3.01E-08
0.31,0.132,-2.96E-08
0.31,0.134,-2.91E-08
0.31,0.136,-2.87E-08
0.31,0.138,-2.82E-08
0.31,0.14,-2.79E-08
0.31,0.142,-2.75E-08
0.31,0.144,-2.72E-08
0.31,0.146,-2.69E-08
0.31,0.148,-2.66E-08
0.31,0.15,-2.63E-08
0.31,0.155,-2.57E-08
0.31,0.16,-2.52E-08
0.31,0.165,-2.47E-08
0.31,0.17,-2.43E-08
0.31,0.175,-2.40E-08
0.31,0.18,-2.37E-08
0.31,0.185,-2.34E-08
0.31,0.19,-2.31E-08
0.31,0.195,-2.28E-08
0.31,0.2,-2.26E-08
0.31,0.21,-2.22E-08
0.31,0.22,-2.19E-08
0.31,0.23,-2.15E-08
0.31,0.24,-2.13E-08
0.31,0.25,-2.10E-08
0.31,0.26,-2.08E-08
0.31,0.27,-2.06E-08
0.31,0.28,-2.04E-08
0.31,0.29,-2.03E-08
0.31,0.3,-2.01E-08
0.31,0.32,-1.98E-08
0.31,0.34,-1.96E-08
0.31,0.36,-1.94E-08
0.31,0.38,-1.92E-08
0.31,0.4,-1.90E-08
0.31,0.42,-1.89E-08
0.31,0.44,-1.88E-08
0.31,0.46,-1.86E-08
0.31,0.48,-1.85E-08
0.31,0.5,-1.84E-08
0.31,0.52,-1.83E-08
0.31,0.54,-1.82E-08
0.31,0.56,-1.81E-08
0.31,0.58,-1.81E-08
0.31,0.6,-1.80E-08
0.31,0.65,-1.78E-08
0.31,0.7,-1.77E-08
0.31,0.75,-1.75E-08
0.31,0.8,-1.74E-08
0.31,0.85,-1.73E-08
0.31,0.9,-1.72E-08
0.31,0.95,-1.71E-08
0.31,1,-1.71E-08
0.31,1.05,-1.70E-08
0.31,1.1,-1.69E-08
0.31,1.2,-1.68E-08
0.31,1.3,-1.67E-08
0.31,1.4,-1.66E-08
0.31,1.5,-1.65E-08
0.31,1.6,-1.65E-08
0.31,1.7,-1.64E-08
0.31,1.8,-1.64E-08
0.31,1.9,-1.63E-08
0.31,2,-1.63E-08
0.31,2.1,-1.62E-08
0.31,2.3,-1.61E-08
0.31,2.5,-1.61E-08
0.31,2.7,-1.60E-08
0.31,2.9,-1.59E-08
0.31,3.1,-1.59E-08
0.31,3.3,-1.58E-08
0.31,3.5,-1.58E-08
0.31,3.7,-1.58E-08
0.31,3.9,-1.57E-08
0.31,4.1,-1.57E-08
0.31,4.3,-1.57E-08
0.31,4.5,-1.56E-08
0.31,4.7,-1.56E-08
0.31,4.9,-1.56E-08
0.31,5.1,-1.56E-08
0.31,5.6,-1.55E-08
0.31,6.1,-1.55E-08
0.31,6.6,-1.54E-08
0.31,7.1,-1.54E-08
0.31,7.6,-1.54E-08
0.31,8.1,-1.53E-08
0.31,8.6,-1.53E-08
0.31,9.1,-1.53E-08
0.31,9.6,-1.53E-08
0.31,10.1,-1.52E-08
0.31,11.1,-1.52E-08
0.31,12.1,-1.52E-08
0.31,13.1,-1.51E-08
0.31,14.1,-1.51E-08
0.31,15.1,-1.51E-08
0.31,16.1,-1.51E-08
0.31,17.1,-1.51E-08
0.31,18.1,-1.50E-08
0.31,19.1,-1.50E-08
0.31,20.1,-1.50E-08
0.31,22.1,-1.50E-08
0.31,24.1,-1.50E-08
0.31,26.1,-1.49E-08
0.31,28.1,-1.49E-08
0.31,30.1,-1.49E-08
0.31,32.1,-1.49E-08
0.31,34.1,-1.49E-08
0.31,36.1,-1.49E-08
0.31,38.1,-1.49E-08
0.31,40.1,-1.48E-08
0.31,42.1,-1.48E-08
0.31,44.1,-1.48E-08
0.31,46.1,-1.48E-08
0.31,48.1,-1.48E-08
0.31,50.1,-1.48E-08
0.31,55.1,-1.48E-08
0.31,60.1,-1.48E-08
0.31,65.1,-1.48E-08
0.31,70.1,-1.48E-08
0.31,75.1,-1.47E-08
0.31,80.1,-1.47E-08
0.31,85.1,-1.47E-08
0.31,90.1,-1.47E-08
0.31,95.1,-1.47E-08
0.31,100.1,-1.47E-08
0.32,0,-1.04E-11
0.32,0.01,-1.02E-11
0.32,0.02,-1.01E-11
0.32,0.03,-9.93E-12
0.32,0.04,-9.81E-12
0.32,0.05,-9.71E-12
0.32,0.06,-9.63E-12
0.32,0.07,-9.55E-12
0.32,0.08,-9.49E-12
0.32,0.09,-9.42E-12
0.32,0.091,-9.42E-12
0.32,0.092,-9.41E-12
0.32,0.093,-9.41E-12
0.32,0.094,-9.40E-12
0.32,0.095,-9.40E-12
0.32,0.096,-9.39E-12
0.32,0.097,-9.38E-12
0.32,0.098,-9.38E-12
0.32,0.099,-9.37E-12
0.32,0.1,-1.48E-08
0.32,0.1001,-1.74E-07
0.32,0.1002,-1.50E-07
0.32,0.1003,-1.36E-07
0.32,0.1004,-1.26E-07
0.32,0.1005,-1.18E-07
0.32,0.1006,-1.12E-07
0.32,0.1007,-1.06E-07
0.32,0.1008,-1.02E-07
0.32,0.1009,-9.82E-08
0.32,0.101,-9.49E-08
0.32,0.1011,-9.20E-08
0.32,0.1012,-8.94E-08
0.32,0.1013,-8.70E-08
0.32,0.1014,-8.48E-08
0.32,0.1015,-8.28E-08
0.32,0.1016,-8.10E-08
0.32,0.1017,-7.93E-08
0.32,0.1018,-7.77E-08
0.32,0.1019,-7.63E-08
0.32,0.102,-7.49E-08
0.32,0.1022,-7.24E-08
0.32,0.1024,-7.01E-08
0.32,0.1026,-6.81E-08
0.32,0.1028,-6.63E-08
0.32,0.103,-6.47E-08
0.32,0.1032,-6.32E-08
0.32,0.1034,-6.18E-08
0.32,0.1036,-6.05E-08
0.32,0.1038,-5.94E-08
0.32,0.104,-5.83E-08
0.32,0.1042,-5.72E-08
0.32,0.1044,-5.63E-08
0.32,0.1046,-5.54E-08
0.32,0.1048,-5.45E-08
0.32,0.105,-5.37E-08
0.32,0.1055,-5.19E-08
0.32,0.106,-5.03E-08
0.32,0.1065,-4.89E-08
0.32,0.107,-4.76E-08
0.32,0.1075,-4.64E-08
0.32,0.108,-4.54E-08
0.32,0.1085,-4.44E-08
0.32,0.109,-4.36E-08
0.32,0.1095,-4.28E-08
0.32,0.11,-4.20E-08
0.32,0.111,-4.07E-08
0.32,0.112,-3.95E-08
0.32,0.113,-3.84E-08
0.32,0.114,-3.75E-08
0.32,0.115,-3.67E-08
0.32,0.116,-3.59E-08
0.32,0.117,-3.52E-08
0.32,0.118,-3.46E-08
0.32,0.119,-3.40E-08
0.32,0.12,-3.35E-08
0.32,0.122,-3.25E-08
0.32,0.124,-3.17E-08
0.32,0.126,-3.09E-08
0.32,0.128,-3.03E-08
0.32,0.13,-2.97E-08
0.32,0.132,-2.92E-08
0.32,0.134,-2.87E-08
0.32,0.136,-2.82E-08
0.32,0.138,-2.78E-08
0.32,0.14,-2.75E-08
0.32,0.142,-2.71E-08
0.32,0.144,-2.68E-08
0.32,0.146,-2.65E-08
0.32,0.148,-2.62E-08
0.32,0.15,-2.60E-08
0.32,0.155,-2.54E-08
0.32,0.16,-2.49E-08
0.32,0.165,-2.44E-08
0.32,0.17,-2.40E-08
0.32,0.175,-2.36E-08
0.32,0.18,-2.33E-08
0.32,0.185,-2.30E-08
0.32,0.19,-2.28E-08
0.32,0.195,-2.25E-08
0.32,0.2,-2.23E-08
0.32,0.21,-2.19E-08
0.32,0.22,-2.16E-08
0.32,0.23,-2.13E-08
0.32,0.24,-2.10E-08
0.32,0.25,-2.08E-08
0.32,0.26,-2.05E-08
0.32,0.27,-2.03E-08
0.32,0.28,-2.02E-08
0.32,0.29,-2.00E-08
0.32,0.3,-1.99E-08
0.32,0.32,-1.96E-08
0.32,0.34,-1.94E-08
0.32,0.36,-1.91E-08
0.32,0.38,-1.90E-08
0.32,0.4,-1.88E-08
0.32,0.42,-1.87E-08
0.32,0.44,-1.85E-08
0.32,0.46,-1.84E-08
0.32,0.48,-1.83E-08
0.32,0.5,-1.82E-08
0.32,0.52,-1.81E-08
0.32,0.54,-1.80E-08
0.32,0.56,-1.79E-08
0.32,0.58,-1.78E-08
0.32,0.6,-1.78E-08
0.32,0.65,-1.76E-08
0.32,0.7,-1.75E-08
0.32,0.75,-1.73E-08
0.32,0.8,-1.72E-08
0.32,0.85,-1.71E-08
0.32,0.9,-1.70E-08
0.32,0.95,-1.70E-08
0.32,1,-1.69E-08
0.32,1.05,-1.68E-08
0.32,1.1,-1.67E-08
0.32,1.2,-1.66E-08
0.32,1.3,-1.65E-08
0.32,1.4,-1.64E-08
0.32,1.5,-1.64E-08
0.32,1.6,-1.63E-08
0.32,1.7,-1.62E-08
0.32,1.8,-1.62E-08
0.32,1.9,-1.61E-08
0.32,2,-1.61E-08
0.32,2.1,-1.60E-08
0.32,2.3,-1.59E-08
0.32,2.5,-1.59E-08
0.32,2.7,-1.58E-08
0.32,2.9,-1.58E-08
0.32,3.1,-1.57E-08
0.32,3.3,-1.57E-08
0.32,3.5,-1.56E-08
0.32,3.7,-1.56E-08
0.32,3.9,-1.56E-08
0.32,4.1,-1.55E-08
0.32,4.3,-1.55E-08
0.32,4.5,-1.55E-08
0.32,4.7,-1.54E-08
0.32,4.9,-1.54E-08
0.32,5.1,-1.54E-08
0.32,5.6,-1.53E-08
0.32,6.1,-1.53E-08
0.32,6.6,-1.53E-08
0.32,7.1,-1.52E-08
0.32,7.6,-1.52E-08
0.32,8.1,-1.52E-08
0.32,8.6,-1.51E-08
0.32,9.1,-1.51E-08
0.32,9.6,-1.51E-08
0.32,10.1,-1.51E-08
0.32,11.1,-1.50E-08
0.32,12.1,-1.50E-08
0.32,13.1,-1.50E-08
0.32,14.1,-1.50E-08
0.32,15.1,-1.49E-08
0.32,16.1,-1.49E-08
0.32,17.1,-1.49E-08
0.32,18.1,-1.49E-08
0.32,19.1,-1.49E-08
0.32,20.1,-1.49E-08
0.32,22.1,-1.48E-08
0.32,24.1,-1.48E-08
0.32,26.1,-1.48E-08
0.32,28.1,-1.48E-08
0.32,30.1,-1.48E-08
0.32,32.1,-1.47E-08
0.32,34.1,-1.47E-08
0.32,36.1,-1.47E-08
0.32,38.1,-1.47E-08
0.32,40.1,-1.47E-08
0.32,42.1,-1.47E-08
0.32,44.1,-1.47E-08
0.32,46.1,-1.47E-08
0.32,48.1,-1.47E-08
0.32,50.1,-1.47E-08
0.32,55.1,-1.46E-08
0.32,60.1,-1.46E-08
0.32,65.1,-1.46E-08
0.32,70.1,-1.46E-08
0.32,75.1,-1.46E-08
0.32,80.1,-1.46E-08
0.32,85.1,-1.46E-08
0.32,90.1,-1.46E-08
0.32,95.1,-1.46E-08
0.32,100.1,-1.46E-08
0.33,0,-1.04E-11
0.33,0.01,-1.02E-11
0.33,0.02,-1.01E-11
0.33,0.03,-9.93E-12
0.33,0.04,-9.81E-12
0.33,0.05,-9.71E-12
0.33,0.06,-9.63E-12
0.33,0.07,-9.55E-12
0.33,0.08,-9.49E-12
0.33,0.09,-9.42E-12
0.33,0.091,-9.42E-12
0.33,0.092,-9.41E-12
0.33,0.093,-9.41E-12
0.33,0.094,-9.40E-12
0.33,0.095,-9.40E-12
0.33,0.096,-9.39E-12
0.33,0.097,-9.38E-12
0.33,0.098,-9.38E-12
0.33,0.099,-9.37E-12
0.33,0.1,-1.38E-08
0.33,0.1001,-1.57E-07
0.33,0.1002,-1.37E-07
0.33,0.1003,-1.25E-07
0.33,0.1004,-1.17E-07
0.33,0.1005,-1.10E-07
0.33,0.1006,-1.05E-07
0.33,0.1007,-1.00E-07
0.33,0.1008,-9.66E-08
0.33,0.1009,-9.33E-08
0.33,0.101,-9.03E-08
0.33,0.1011,-8.77E-08
0.33,0.1012,-8.53E-08
0.33,0.1013,-8.32E-08
0.33,0.1014,-8.12E-08
0.33,0.1015,-7.94E-08
0.33,0.1016,-7.78E-08
0.33,0.1017,-7.62E-08
0.33,0.1018,-7.48E-08
0.33,0.1019,-7.34E-08
0.33,0.102,-7.22E-08
0.33,0.1022,-6.98E-08
0.33,0.1024,-6.78E-08
0.33,0.1026,-6.59E-08
0.33,0.1028,-6.42E-08
0.33,0.103,-6.27E-08
0.33,0.1032,-6.13E-08
0.33,0.1034,-6.00E-08
0.33,0.1036,-5.88E-08
0.33,0.1038,-5.77E-08
0.33,0.104,-5.67E-08
0.33,0.1042,-5.57E-08
0.33,0.1044,-5.48E-08
0.33,0.1046,-5.40E-08
0.33,0.1048,-5.31E-08
0.33,0.105,-5.24E-08
0.33,0.1055,-5.06E-08
0.33,0.106,-4.91E-08
0.33,0.1065,-4.77E-08
0.33,0.107,-4.65E-08
0.33,0.1075,-4.54E-08
0.33,0.108,-4.44E-08
0.33,0.1085,-4.35E-08
0.33,0.109,-4.27E-08
0.33,0.1095,-4.19E-08
0.33,0.11,-4.12E-08
0.33,0.111,-3.98E-08
0.33,0.112,-3.87E-08
0.33,0.113,-3.77E-08
0.33,0.114,-3.68E-08
0.33,0.115,-3.60E-08
0.33,0.116,-3.52E-08
0.33,0.117,-3.46E-08
0.33,0.118,-3.40E-08
0.33,0.119,-3.34E-08
0.33,0.12,-3.29E-08
0.33,0.122,-3.19E-08
0.33,0.124,-3.11E-08
0.33,0.126,-3.04E-08
0.33,0.128,-2.98E-08
0.33,0.13,-2.92E-08
0.33,0.132,-2.87E-08
0.33,0.134,-2.82E-08
0.33,0.136,-2.78E-08
0.33,0.138,-2.74E-08
0.33,0.14,-2.70E-08
0.33,0.142,-2.67E-08
0.33,0.144,-2.64E-08
0.33,0.146,-2.61E-08
0.33,0.148,-2.58E-08
0.33,0.15,-2.55E-08
0.33,0.155,-2.50E-08
0.33,0.16,-2.45E-08
0.33,0.165,-2.40E-08
0.33,0.17,-2.36E-08
0.33,0.175,-2.33E-08
0.33,0.18,-2.30E-08
0.33,0.185,-2.27E-08
0.33,0.19,-2.24E-08
0.33,0.195,-2.22E-08
0.33,0.2,-2.20E-08
0.33,0.21,-2.16E-08
0.33,0.22,-2.12E-08
0.33,0.23,-2.09E-08
0.33,0.24,-2.07E-08
0.33,0.25,-2.05E-08
0.33,0.26,-2.02E-08
0.33,0.27,-2.01E-08
0.33,0.28,-1.99E-08
0.33,0.29,-1.97E-08
0.33,0.3,-1.96E-08
0.33,0.32,-1.93E-08
0.33,0.34,-1.91E-08
0.33,0.36,-1.89E-08
0.33,0.38,-1.87E-08
0.33,0.4,-1.85E-08
0.33,0.42,-1.84E-08
0.33,0.44,-1.83E-08
0.33,0.46,-1.81E-08
0.33,0.48,-1.80E-08
0.33,0.5,-1.79E-08
0.33,0.52,-1.78E-08
0.33,0.54,-1.78E-08
0.33,0.56,-1.77E-08
0.33,0.58,-1.76E-08
0.33,0.6,-1.75E-08
0.33,0.65,-1.74E-08
0.33,0.7,-1.72E-08
0.33,0.75,-1.71E-08
0.33,0.8,-1.70E-08
0.33,0.85,-1.69E-08
0.33,0.9,-1.68E-08
0.33,0.95,-1.67E-08
0.33,1,-1.67E-08
0.33,1.05,-1.66E-08
0.33,1.1,-1.65E-08
0.33,1.2,-1.64E-08
0.33,1.3,-1.63E-08
0.33,1.4,-1.62E-08
0.33,1.5,-1.62E-08
0.33,1.6,-1.61E-08
0.33,1.7,-1.60E-08
0.33,1.8,-1.60E-08
0.33,1.9,-1.59E-08
0.33,2,-1.59E-08
0.33,2.1,-1.58E-08
0.33,2.3,-1.57E-08
0.33,2.5,-1.57E-08
0.33,2.7,-1.56E-08
0.33,2.9,-1.56E-08
0.33,3.1,-1.55E-08
0.33,3.3,-1.55E-08
0.33,3.5,-1.54E-08
0.33,3.7,-1.54E-08
0.33,3.9,-1.54E-08
0.33,4.1,-1.53E-08
0.33,4.3,-1.53E-08
0.33,4.5,-1.53E-08
0.33,4.7,-1.53E-08
0.33,4.9,-1.52E-08
0.33,5.1,-1.52E-08
0.33,5.6,-1.52E-08
0.33,6.1,-1.51E-08
0.33,6.6,-1.51E-08
0.33,7.1,-1.50E-08
0.33,7.6,-1.50E-08
0.33,8.1,-1.50E-08
0.33,8.6,-1.50E-08
0.33,9.1,-1.49E-08
0.33,9.6,-1.49E-08
0.33,10.1,-1.49E-08
0.33,11.1,-1.49E-08
